sentence,original_label,original_book,book_Anna_Karenina,book_Frankenstein,book_The_Adventures_of_Alice_in_Wonderland,book_Wuthering_Heights
"She went indoors, collected her music, and saying good-bye to everyone, was about to go.",1,Anna Karenina,1,0,0,0
"Allow me to see you home, said the colonel.",1,Anna Karenina,1,0,0,0
"Yes, how can you go alone at night like this?",1,Anna Karenina,1,0,0,0
chimed in the princess.,1,Anna Karenina,1,0,1,0
"Anyway, I ll send Parasha.",1,Anna Karenina,1,0,0,0
Kitty saw that Varenka could hardly restrain a smile at the idea that she needed an escort.,1,Anna Karenina,1,0,0,0
"No, I always go about alone and nothing ever happens to me, she said, taking her hat.",1,Anna Karenina,1,0,0,0
"And kissing Kitty once more, without saying what was important, she stepped out courageously with the music under her arm and vanished into the twilight of the summer night, bearing away with her her secret of what was important and what gave her the calm and dignity so much to be envied.",1,Anna Karenina,1,0,0,0
"Chapter 33 Kitty made the acquaintance of Madame Stahl too, and this acquaintance, together with her friendship with Varenka, did not merely exercise a great influence on her, it also comforted her in her mental distress.",1,Anna Karenina,1,0,0,0
"She found this comfort through a completely new world being opened to her by means of this acquaintance, a world having nothing in common with her past, an exalted, noble world, from the height of which she could contemplate her past calmly.",1,Anna Karenina,1,0,0,0
It was revealed to her that besides the instinctive life to which Kitty had given herself up hitherto there was a spiritual life.,1,Anna Karenina,1,0,0,0
"This life was disclosed in religion, but a religion having nothing in common with that one which Kitty had known from childhood, and which found expression in litanies and all-night services at the Widow s Home, where one might meet one s friends, and in learning by heart Slavonic texts with the priest.",1,Anna Karenina,1,0,0,0
"This was a lofty, mysterious religion connected with a whole series of noble thoughts and feelings, which one could do more than merely believe because one was told to, which one could love.",1,Anna Karenina,1,0,0,0
Kitty found all this out not from words.,1,Anna Karenina,1,0,1,0
"Madame Stahl talked to Kitty as to a charming child that one looks on with pleasure as on the memory of one s youth, and only once she said in passing that in all human sorrows nothing gives comfort but love and faith, and that in the sight of Christ s compassion for us no sorrow is trifling and immediately talked of other things.",1,Anna Karenina,1,0,0,0
"But in every gesture of Madame Stahl, in every word, in every heavenly as Kitty called it look, and above all in the whole story of her life, which she heard from Varenka, Kitty recognized that something that was important, of which, till then, she had known nothing.",1,Anna Karenina,1,0,0,0
"Yet, elevated as Madame Stahl s character was, touching as was her story, and exalted and moving as was her speech, Kitty could not help detecting in her some traits which perplexed her.",1,Anna Karenina,1,0,0,0
"She noticed that when questioning her about her family, Madame Stahl had smiled contemptuously, which was not in accord with Christian meekness.",1,Anna Karenina,1,0,0,0
"She noticed, too, that when she had found a Catholic priest with her, Madame Stahl had studiously kept her face in the shadow of the lamp-shade and had smiled in a peculiar way.",1,Anna Karenina,1,0,0,0
"Trivial as these two observations were, they perplexed her, and she had her doubts as to Madame Stahl.",1,Anna Karenina,1,0,0,0
"But on the other hand Varenka, alone in the world, without friends or relations, with a melancholy disappointment in the past, desiring nothing, regretting nothing, was just that perfection of which Kitty dared hardly dream.",1,Anna Karenina,1,0,0,0
"In Varenka she realized that one has but to forget oneself and love others, and one will be calm, happy, and noble.",1,Anna Karenina,1,0,0,0
And that was what Kitty longed to be.,1,Anna Karenina,1,0,1,0
"Seeing now clearly what was _the most important_, Kitty was not satisfied with being enthusiastic over it; she at once gave herself up with her whole soul to the new life that was opening to her.",1,Anna Karenina,1,0,0,0
"From Varenka s accounts of the doings of Madame Stahl and other people whom she mentioned, Kitty had already constructed the plan of her own future life.",1,Anna Karenina,1,0,0,0
"She would, like Madame Stahl s niece, Aline, of whom Varenka had talked to her a great deal, seek out those who were in trouble, wherever she might be living, help them as far as she could, give them the Gospel, read the Gospel to the sick, to criminals, to the dying.",1,Anna Karenina,1,0,0,0
"The idea of reading the Gospel to criminals, as Aline did, particularly fascinated Kitty.",1,Anna Karenina,1,0,0,0
"But all these were secret dreams, of which Kitty did not talk either to her mother or to Varenka.",1,Anna Karenina,1,0,0,0
"While awaiting the time for carrying out her plans on a large scale, however, Kitty, even then at the springs, where there were so many people ill and unhappy, readily found a chance for practicing her new principles in imitation of Varenka.",1,Anna Karenina,1,0,0,0
"At first the princess noticed nothing but that Kitty was much under the influence of her _engouement_, as she called it, for Madame Stahl, and still more for Varenka.",1,Anna Karenina,1,0,0,0
"She saw that Kitty did not merely imitate Varenka in her conduct, but unconsciously imitated her in her manner of walking, of talking, of blinking her eyes.",1,Anna Karenina,1,0,0,0
"But later on the princess noticed that, apart from this adoration, some kind of serious spiritual change was taking place in her daughter.",1,Anna Karenina,1,0,0,0
"The princess saw that in the evenings Kitty read a French testament that Madame Stahl had given her a thing she had never done before; that she avoided society acquaintances and associated with the sick people who were under Varenka s protection, and especially one poor family, that of a sick painter, Petrov.",1,Anna Karenina,1,0,0,0
Kitty was unmistakably proud of playing the part of a sister of mercy in that family.,1,Anna Karenina,1,0,0,0
"All this was well enough, and the princess had nothing to say against it, especially as Petrov s wife was a perfectly nice sort of woman, and that the German princess, noticing Kitty s devotion, praised her, calling her an angel of consolation.",1,Anna Karenina,1,0,0,0
"All this would have been very well, if there had been no exaggeration.",1,Anna Karenina,1,0,0,0
"But the princess saw that her daughter was rushing into extremes, and so indeed she told her.",1,Anna Karenina,1,0,0,0
"_Il ne faut jamais rien outrer_, she said to her.",1,Anna Karenina,1,0,0,0
"Her daughter made her no reply, only in her heart she thought that one could not talk about exaggeration where Christianity was concerned.",1,Anna Karenina,1,0,0,0
"What exaggeration could there be in the practice of a doctrine wherein one was bidden to turn the other cheek when one was smitten, and give one s cloak if one s coat were taken?",1,Anna Karenina,1,0,0,0
"But the princess disliked this exaggeration, and disliked even more the fact that she felt her daughter did not care to show her all her heart.",1,Anna Karenina,1,0,0,0
Kitty did in fact conceal her new views and feelings from her mother.,1,Anna Karenina,1,0,0,0
"She concealed them not because she did not respect or did not love her mother, but simply because she was her mother.",1,Anna Karenina,1,0,0,0
She would have revealed them to anyone sooner than to her mother.,1,Anna Karenina,1,0,0,0
How is it Anna Pavlovna s not been to see us for so long?,1,Anna Karenina,1,0,0,0
the princess said one day of Madame Petrova.,1,Anna Karenina,1,0,0,0
"I ve asked her, but she seems put out about something.",1,Anna Karenina,1,0,0,0
"No, I ve not noticed it, maman, said Kitty, flushing hotly.",1,Anna Karenina,1,0,0,0
Is it long since you went to see them?,1,Anna Karenina,1,0,0,0
"We re meaning to make an expedition to the mountains tomorrow, answered Kitty.",1,Anna Karenina,1,0,0,0
"Well, you can go, answered the princess, gazing at her daughter s embarrassed face and trying to guess the cause of her embarrassment.",1,Anna Karenina,1,0,0,0
That day Varenka came to dinner and told them that Anna Pavlovna had changed her mind and given up the expedition for the morrow.,1,Anna Karenina,1,0,0,0
And the princess noticed again that Kitty reddened.,1,Anna Karenina,1,0,0,0
"Kitty, haven t you had some misunderstanding with the Petrovs?",1,Anna Karenina,1,0,0,0
"said the princess, when they were left alone.",1,Anna Karenina,1,0,0,0
Why has she given up sending the children and coming to see us?,1,Anna Karenina,1,0,0,0
"Kitty answered that nothing had happened between them, and that she could not tell why Anna Pavlovna seemed displeased with her.",1,Anna Karenina,1,0,0,0
Kitty answered perfectly truly.,1,Anna Karenina,1,0,0,0
"She did not know the reason Anna Pavlovna had changed to her, but she guessed it.",1,Anna Karenina,1,0,0,0
"She guessed at something which she could not tell her mother, which she did not put into words to herself.",1,Anna Karenina,1,0,0,0
"It was one of those things which one knows but which one can never speak of even to oneself, so terrible and shameful would it be to be mistaken.",1,Anna Karenina,1,0,0,0
Again and again she went over in her memory all her relations with the family.,1,Anna Karenina,1,0,0,0
"She remembered the simple delight expressed on the round, good-humored face of Anna Pavlovna at their meetings; she remembered their secret confabulations about the invalid, their plots to draw him away from the work which was forbidden him, and to get him out-of-doors; the devotion of the youngest boy, who used to call her my Kitty, and would not go to bed without her.",1,Anna Karenina,1,0,0,0
How nice it all was!,1,Anna Karenina,1,0,0,1
"Then she recalled the thin, terribly thin figure of Petrov, with his long neck, in his brown coat, his scant, curly hair, his questioning blue eyes that were so terrible to Kitty at first, and his painful attempts to seem hearty and lively in her presence.",1,Anna Karenina,1,0,0,0
"She recalled the efforts she had made at first to overcome the repugnance she felt for him, as for all consumptive people, and the pains it had cost her to think of things to say to him.",1,Anna Karenina,1,0,0,0
"She recalled the timid, softened look with which he gazed at her, and the strange feeling of compassion and awkwardness, and later of a sense of her own goodness, which she had felt at it.",1,Anna Karenina,1,0,0,0
But all that was at first.,1,Anna Karenina,1,0,0,0
"Now, a few days ago, everything was suddenly spoiled.",1,Anna Karenina,1,0,0,0
"Anna Pavlovna had met Kitty with affected cordiality, and had kept continual watch on her and on her husband.",1,Anna Karenina,1,0,0,0
Could that touching pleasure he showed when she came near be the cause of Anna Pavlovna s coolness?,1,Anna Karenina,1,0,0,0
"Yes, she mused, there was something unnatural about Anna Pavlovna, and utterly unlike her good nature, when she said angrily the day before yesterday: There, he will keep waiting for you; he wouldn t drink his coffee without you, though he s grown so dreadfully weak.",1,Anna Karenina,1,0,0,0
"Yes, perhaps, too, she didn t like it when I gave him the rug.",1,Anna Karenina,1,0,0,0
"It was all so simple, but he took it so awkwardly, and was so long thanking me, that I felt awkward too.",1,Anna Karenina,1,0,0,0
And then that portrait of me he did so well.,1,Anna Karenina,1,0,0,0
And most of all that look of confusion and tenderness!,1,Anna Karenina,1,0,0,0
"Yes, yes, that s it!",1,Anna Karenina,1,0,1,1
Kitty repeated to herself with horror.,1,Anna Karenina,1,0,1,0
"No, it can t be, it oughtn t to be!",1,Anna Karenina,1,0,0,0
